bodyType,brand,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,price
внедорожник 5 дв.,NISSAN,серый,бензин,2010,5,2013,вариатор,2.0 LTR,141 N12,1035000
внедорожник 5 дв.,FORD,серый,бензин,2014,5,2017,механическая,1.6 LTR,122 N12,1139000
внедорожник 5 дв.,NISSAN,серебристый,бензин,2002,5,2007,вариатор,3.5 LTR,234 N12,525000
купе,BMW,чёрный,бензин,2020,2,2021,автоматическая,2.0 LTR,184 N12,4200000
хэтчбек 5 дв.,FORD,чёрный,бензин,2011,5,2012,роботизированная,1.6 LTR,105 N12,645000
внедорожник 5 дв.,BMW,чёрный,дизель,2012,5,2012,автоматическая,2.0 LTR,184 N12,1240000
седан,BMW,серый,бензин,2020,4,2020,автоматическая,4.4 LTR,625 N12,10096000
внедорожник 5 дв.,HYUNDAI,белый,бензин,2016,5,2018,автоматическая,2.0 LTR,149 N12,1470000
седан,MAZDA,серый,бензин,2009,4,2011,автоматическая,2.0 LTR,147 N12,795000
седан,KIA,серебристый,бензин,2013,4,2013,автоматическая,2.4 LTR,180 N12,1145000
седан,NISSAN,серебристый,бензин,2006,4,2012,механическая,1.6 LTR,107 N12,389000
внедорожник 5 дв.,AUDI,серый,бензин,2011,5,2013,роботизированная,2.0 LTR,170 N12,1195000
внедорожник 5 дв.,MERCEDES,чёрный,дизель,2015,5,2016,автоматическая,3.0 LTR,245 N12,7135000
тарга,PORSCHE,синий,бензин,2018,2,2021,роботизированная,3.0 LTR,450 N12,15997000
седан,HYUNDAI,серебристый,бензин,1999,4,2008,автоматическая,1.5 LTR,102 N12,350000
минивэн,MERCEDES,белый,бензин,2007,5,2009,автоматическая,3.5 LTR,272 N12,829000
внедорожник 5 дв.,NISSAN,чёрный,дизель,2010,5,2010,автоматическая,3.0 LTR,231 N12,1295000
минивэн,VOLKSWAGEN,серебристый,дизель,2009,4,2015,роботизированная,2.0 LTR,180 N12,2890000
внедорожник 3 дв.,VAZ,пурпурный,бензин,1993,3,2002,механическая,1.7 LTR,79 N12,140900
внедорожник 5 дв.,MITSUBISHI,белый,дизель,2015,5,2019,автоматическая,2.4 LTR,181 N12,3297000
внедорожник 5 дв.,AUDI,белый,бензин,2008,5,2011,роботизированная,2.0 LTR,211 N12,1345000
седан,TOYOTA,серый,бензин,2006,4,2006,механическая,1.4 LTR,97 N12,515900
седан,NISSAN,зелёный,бензин,1994,4,1999,механическая,2.0 LTR,140 N12,160000
внедорожник 5 дв.,UAZ,чёрный,бензин,2003,5,2014,механическая,2.7 LTR,128 N12,535000
седан,FORD,чёрный,бензин,2014,4,2016,роботизированная,1.6 LTR,105 N12,925000
седан,BMW,серый,дизель,2019,4,2020,автоматическая,3.0 LTR,340 N12,8800000
седан,KIA,белый,бензин,2017,4,2019,автоматическая,1.4 LTR,100 N12,1107000
хэтчбек 5 дв.,KIA,белый,бензин,2016,5,2018,автоматическая,1.6 LTR,124 N12,1292000
универсал 5 дв.,VAZ,чёрный,бензин,2012,5,2016,механическая,1.6 LTR,87 N12,585000
внедорожник 5 дв.,CHERY,серый,бензин,2016,5,2019,вариатор,2.0 LTR,122 N12,1347000
внедорожник 5 дв.,MASERATI,синий,бензин,2016,5,2019,автоматическая,3.0 LTR,350 N12,6047000
внедорожник 5 дв.,KIA,серый,бензин,2018,5,2019,автоматическая,2.0 LTR,150 N12,1869000
внедорожник 5 дв.,MERCEDES,чёрный,бензин,2012,5,2013,автоматическая,4.7 LTR,435 N12,2549000
внедорожник 5 дв.,RENAULT,красный,бензин,2019,5,2020,вариатор,1.6 LTR,114 N12,1662000
внедорожник 5 дв.,CHEVROLET,чёрный,бензин,2014,5,2019,автоматическая,6.2 LTR,426 N12,5525000
компактвэн,TOYOTA,красный,бензин,1999,5,2001,автоматическая,1.3 LTR,88 N12,325000
внедорожник 3 дв.,VAZ,серебристый,бензин,1993,3,2018,механическая,1.7 LTR,83 N12,620000
лифтбек,VOLKSWAGEN,серый,бензин,2020,5,2021,автоматическая,1.6 LTR,110 N12,1500000
седан,RENAULT,чёрный,бензин,2018,4,2020,механическая,1.6 LTR,113 N12,1099000
седан,CHEVROLET,коричневый,бензин,2020,4,2021,механическая,1.5 LTR,106 N12,921900
седан,HYUNDAI,чёрный,бензин,2017,4,2017,автоматическая,2.4 LTR,188 N12,1880000
лифтбек,VAZ,коричневый,бензин,2018,5,2021,механическая,1.6 LTR,106 N12,691000
внедорожник 5 дв.,VOLKSWAGEN,синий,дизель,2018,5,2018,автоматическая,3.0 LTR,249 N12,6250000
седан,HYUNDAI,белый,бензин,2020,4,2021,автоматическая,1.6 LTR,123 N12,1379000
внедорожник 5 дв.,JEEP,серый,бензин,2013,5,2017,автоматическая,3.6 LTR,286 N12,3575000
внедорожник 5 дв.,CHEVROLET,серебристый,бензин,2009,5,2011,механическая,1.7 LTR,80 N12,373100
седан,VAZ,серебристый,бензин,2011,4,2013,механическая,1.6 LTR,87 N12,310000
седан,HYUNDAI,синий,бензин,2003,4,2004,автоматическая,1.6 LTR,105 N12,289000
внедорожник 5 дв.,BMW,белый,бензин,2010,5,2013,автоматическая,3.0 LTR,306 N12,1795000
минивэн,NISSAN,чёрный,дизель,1997,5,1997,автоматическая,3.2 LTR,150 N12,497000
седан,VAZ,серебристый,бензин,2011,4,2013,автоматическая,1.6 LTR,98 N12,305000
внедорожник 5 дв.,VOLVO,синий,дизель,2008,5,2012,автоматическая,2.4 LTR,163 N12,1320000
внедорожник 5 дв.,VOLKSWAGEN,красный,дизель,2011,5,2012,автоматическая,2.0 LTR,140 N12,915000
внедорожник 5 дв.,MITSUBISHI,серый,бензин,2012,5,2013,вариатор,2.0 LTR,146 N12,1400000
внедорожник 5 дв.,LEXUS,чёрный,бензин,2015,5,2019,автоматическая,5.7 LTR,367 N12,7508000
хэтчбек 5 дв.,CHEVROLET,белый,бензин,2008,5,2012,механическая,1.8 LTR,141 N12,550000
минивэн,FORD,серый,дизель,2015,5,2017,роботизированная,2.0 LTR,180 N12,2097000
внедорожник 5 дв.,PEUGEOT,белый,бензин,2009,5,2010,автоматическая,1.6 LTR,156 N12,829000
седан,OPEL,серый,бензин,2013,4,2013,автоматическая,1.6 LTR,170 N12,1079000
хэтчбек 5 дв.,VAZ,зелёный,бензин,1998,5,2007,механическая,1.6 LTR,90 N12,102000
хэтчбек 5 дв.,PEUGEOT,белый,бензин,2007,5,2010,автоматическая,1.6 LTR,120 N12,579000
седан,KIA,синий,бензин,2015,4,2016,автоматическая,2.4 LTR,188 N12,1455000
внедорожник 5 дв.,TOYOTA,бежевый,бензин,2010,5,2011,вариатор,2.0 LTR,148 N12,1279000
внедорожник 5 дв.,CHEVROLET,серый,дизель,2011,5,2013,автоматическая,2.2 LTR,184 N12,1180000
внедорожник 5 дв.,TOYOTA,зелёный,бензин,2012,5,2013,автоматическая,2.7 LTR,185 N12,2014000
седан,VOLKSWAGEN,серебристый,бензин,2014,4,2016,автоматическая,1.6 LTR,110 N12,939000
седан,HONDA,серый,бензин,2007,4,2008,автоматическая,2.4 LTR,201 N12,919000
хэтчбек 5 дв.,NISSAN,чёрный,бензин,2008,5,2013,автоматическая,1.6 LTR,110 N12,549000
внедорожник 3 дв.,SUZUKI,бежевый,бензин,2005,3,2005,механическая,1.3 LTR,85 N12,555000
минивэн,VOLKSWAGEN,бежевый,дизель,2009,4,2010,роботизированная,2.0 LTR,140 N12,1739000
универсал 5 дв.,AUDI,серый,бензин,2014,5,2016,роботизированная,3.0 LTR,333 N12,3700000
хэтчбек 3 дв.,MINI,оранжевый,бензин,2018,3,2020,автоматическая,2.0 LTR,231 N12,3180000
хэтчбек 5 дв.,FORD,чёрный,бензин,2005,5,2008,роботизированная,1.4 LTR,80 N12,449000
седан,VAZ,чёрный,бензин,2011,4,2015,механическая,1.6 LTR,87 N12,439000
хэтчбек 5 дв.,KIA,жёлтый,бензин,2011,5,2011,механическая,1.0 LTR,69 N12,605000
седан,INFINITI,белый,бензин,2010,4,2013,автоматическая,3.7 LTR,333 N12,1295000
седан,HYUNDAI,красный,бензин,2014,4,2015,автоматическая,1.4 LTR,107 N12,820000
внедорожник 5 дв.,PORSCHE,синий,бензин,2017,5,2019,автоматическая,3.0 LTR,340 N12,7597000
универсал 5 дв.,VAZ,серебристый,бензин,2015,5,2018,роботизированная,1.6 LTR,106 N12,890000
внедорожник 5 дв.,MAZDA,белый,бензин,2015,5,2016,автоматическая,2.0 LTR,150 N12,1880000
хэтчбек 5 дв.,RENAULT,жёлтый,бензин,2013,5,2015,роботизированная,1.6 LTR,82 N12,760000
минивэн,CHRYSLER,чёрный,дизель,2007,5,2008,автоматическая,2.8 LTR,163 N12,1249000
внедорожник 5 дв.,FORD,белый,бензин,2014,5,2014,роботизированная,1.6 LTR,122 N12,899000
седан,BMW,чёрный,дизель,2018,4,2019,автоматическая,2.0 LTR,190 N12,3468000
внедорожник 5 дв.,HYUNDAI,синий,дизель,2000,5,2007,автоматическая,2.0 LTR,112 N12,659000
универсал 5 дв.,VAZ,серый,газ,2012,5,2019,механическая,1.6 LTR,106 N12,775000
внедорожник 5 дв.,FORD,чёрный,бензин,2012,5,2014,автоматическая,1.6 LTR,182 N12,1150000
седан,MAZDA,чёрный,бензин,2016,4,2017,автоматическая,1.5 LTR,120 N12,1449000
внедорожник 5 дв.,HAVAL,синий,бензин,2019,5,2019,роботизированная,2.0 LTR,190 N12,1777000
седан,BMW,серый,бензин,2015,4,2018,автоматическая,2.0 LTR,184 N12,1939000
внедорожник 5 дв.,SUZUKI,бежевый,бензин,2014,5,2016,механическая,1.6 LTR,117 N12,1259000
внедорожник 5 дв.,BMW,чёрный,дизель,2019,5,2020,автоматическая,3.0 LTR,249 N12,8290000
хэтчбек 5 дв.,VAZ,белый,бензин,2015,5,2019,механическая,1.8 LTR,122 N12,979000
внедорожник 5 дв.,NISSAN,синий,бензин,2013,5,2017,вариатор,2.0 LTR,144 N12,1585000
седан,KIA,белый,бензин,2020,4,2021,автоматическая,1.6 LTR,123 N12,1538000
седан,NISSAN,чёрный,бензин,2008,4,2010,вариатор,2.5 LTR,167 N12,715000
седан,MAZDA,серый,бензин,2006,4,2007,автоматическая,1.6 LTR,105 N12,579000
хэтчбек 5 дв.,MAZDA,серый,бензин,2011,5,2012,автоматическая,1.6 LTR,105 N12,749000
внедорожник 5 дв.,GREAT_WALL,серый,дизель,2011,5,2013,механическая,2.0 LTR,140 N12,817000
хэтчбек 5 дв.,VAZ,красный,бензин,2015,5,2019,механическая,1.6 LTR,106 N12,803000
седан,VOLKSWAGEN,белый,бензин,2014,4,2018,механическая,1.6 LTR,110 N12,1030000
седан,AUDI,чёрный,бензин,2017,4,2018,автоматическая,3.0 LTR,340 N12,4999900
внедорожник 3 дв.,HONDA,жёлтый,бензин,1998,3,1999,механическая,1.6 LTR,105 N12,205000
внедорожник 5 дв.,VOLKSWAGEN,чёрный,бензин,2016,5,2017,роботизированная,1.4 LTR,150 N12,1828000
внедорожник 5 дв.,NISSAN,серый,бензин,2010,5,2013,механическая,1.6 LTR,114 N12,870000
хэтчбек 5 дв.,DATSUN,чёрный,бензин,2015,5,2015,автоматическая,1.6 LTR,87 N12,529000
внедорожник 5 дв.,MERCEDES,чёрный,бензин,2018,5,2018,автоматическая,4.0 LTR,585 N12,16759000
внедорожник 5 дв.,BMW,коричневый,бензин,2009,5,2011,автоматическая,2.0 LTR,150 N12,968000
хэтчбек 5 дв.,HYUNDAI,серый,бензин,2011,5,2012,автоматическая,1.6 LTR,130 N12,645000
хэтчбек 5 дв.,CITROEN,белый,бензин,2010,5,2013,механическая,1.6 LTR,120 N12,625000
внедорожник 5 дв.,GREAT_WALL,белый,дизель,2010,5,2014,автоматическая,2.0 LTR,143 N12,660000
внедорожник 5 дв.,HYUNDAI,синий,бензин,2010,5,2011,автоматическая,2.0 LTR,150 N12,885000
внедорожник 5 дв.,NISSAN,белый,бензин,2014,5,2018,вариатор,3.5 LTR,249 N12,3110000
универсал 5 дв.,SUBARU,белый,бензин,2009,5,2011,вариатор,2.5 LTR,167 N12,1049000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2002,5,2005,автоматическая,3.5 LTR,202 N12,805000
седан,KIA,синий,бензин,2018,4,2019,автоматическая,2.0 LTR,150 N12,1825000
хэтчбек 5 дв.,KIA,синий,бензин,2008,5,2011,автоматическая,1.6 LTR,124 N12,793000
хэтчбек 5 дв.,KIA,жёлтый,бензин,2011,5,2013,автоматическая,1.3 LTR,85 N12,768000
внедорожник 5 дв.,VORTEX,красный,бензин,2010,5,2011,механическая,1.9 LTR,132 N12,357000
хэтчбек 5 дв.,PEUGEOT,серый,бензин,2007,5,2008,автоматическая,1.6 LTR,120 N12,479000
внедорожник 5 дв.,MAZDA,серебристый,бензин,2017,5,2018,автоматическая,2.5 LTR,194 N12,2598000
внедорожник 5 дв.,NISSAN,серый,бензин,2010,5,2011,автоматическая,5.6 LTR,405 N12,1545000
